Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,36.7400016784668,35.54010009765625,36.22999954223633,36.560001373291016,12062461.0,36.560001373291016
2015-01-05,37.11000061035156,35.63999938964844,36.2599983215332,36.380001068115234,15062744.0,36.380001068115234
2015-01-06,39.45000076293945,36.040000915527344,36.27000045776367,38.7599983215332,33050812.0,38.7599983215332
2015-01-07,39.099998474121094,37.060001373291016,39.099998474121094,37.279998779296875,22675663.0,37.279998779296875
2015-01-08,39.189998626708984,37.09000015258789,37.41999816894531,39.09000015258789,19190436.0,39.09000015258789
2015-01-09,40.34000015258789,38.255001068115234,39.220001220703125,40.16999816894531,24738362.0,40.16999816894531
2015-01-12,40.95000076293945,39.29999923706055,40.279998779296875,39.369998931884766,27639025.0,39.369998931884766
2015-01-13,40.349998474121094,39.22999954223633,39.7400016784668,39.650001525878906,18395519.0,39.650001525878906
2015-01-14,40.18000030517578,38.79999923706055,38.88999938964844,39.849998474121094,16054746.0,39.849998474121094
2015-01-15,39.70000076293945,36.86000061035156,39.70000076293945,36.93000030517578,23042008.0,36.93000030517578
2015-01-16,38.130001068115234,36.849998474121094,37.18000030517578,37.310001373291016,14966077.0,37.310001373291016
2015-01-20,38.13999938964844,36.540000915527344,37.59000015258789,37.56999969482422,17641670.0,37.56999969482422
2015-01-21,38.27000045776367,37.33000183105469,37.650001525878906,37.83000183105469,12181324.0,37.83000183105469
2015-01-22,39.25,37.54999923706055,37.97999954223633,39.06999969482422,20451716.0,39.06999969482422
2015-01-23,39.970001220703125,38.779998779296875,39.47999954223633,39.41999816894531,16439238.0,39.41999816894531
2015-01-26,40.130001068115234,39.040000915527344,39.33000183105469,40.099998474121094,13838215.0,40.099998474121094
2015-01-27,39.61000061035156,38.37699890136719,39.560001373291016,38.91999816894531,15746411.0,38.91999816894531
2015-01-28,38.779998779296875,37.029998779296875,38.43000030517578,37.150001525878906,22367616.0,37.150001525878906
2015-01-29,37.56999969482422,36.06999969482422,37.38999938964844,36.68000030517578,20088464.0,36.68000030517578
2015-01-30,38.150001525878906,36.40999984741211,36.650001525878906,37.529998779296875,15390172.0,37.529998779296875
2015-02-02,38.06999969482422,36.91999816894531,37.70000076293945,37.459999084472656,13895869.0,37.459999084472656
2015-02-03,40.189998626708984,37.691001892089844,38.0,39.790000915527344,28395371.0,39.790000915527344
2015-02-04,40.83000183105469,39.81999969482422,40.04999923706055,40.720001220703125,23116779.0,40.720001220703125
2015-02-05,43.790000915527344,40.90999984741211,42.040000915527344,41.2599983215332,61997292.0,41.2599983215332
2015-02-06,48.5,45.79999923706055,46.119998931884766,48.0099983215332,102973023.0,48.0099983215332
2015-02-09,47.689998626708984,46.5,46.72999954223633,47.31999969482422,36177946.0,47.31999969482422
2015-02-10,47.38999938964844,45.56999969482422,47.349998474121094,46.2599983215332,32287813.0,46.2599983215332
2015-02-11,47.779998779296875,46.11000061035156,46.27000045776367,47.5,24747029.0,47.5
2015-02-12,48.45000076293945,46.880001068115234,47.97999954223633,47.95000076293945,23071572.0,47.95000076293945
2015-02-13,48.81999969482422,47.56999969482422,47.93000030517578,48.5,20809627.0,48.5
2015-02-17,49.09000015258789,47.88999938964844,48.20000076293945,48.029998779296875,16670155.0,48.029998779296875
2015-02-18,48.790000915527344,47.36000061035156,48.0,47.81999969482422,15503060.0,47.81999969482422
2015-02-19,48.939998626708984,47.41999816894531,47.84000015258789,48.70000076293945,18153446.0,48.70000076293945
2015-02-20,49.880001068115234,48.650001525878906,48.7599983215332,49.11000061035156,20755575.0,49.11000061035156
2015-02-23,49.2400016784668,48.349998474121094,49.02000045776367,48.470001220703125,12541405.0,48.470001220703125
2015-02-24,49.29999923706055,48.060001373291016,48.33000183105469,48.689998626708984,11073664.0,48.689998626708984
2015-02-25,49.18000030517578,48.25,48.79999923706055,48.54999923706055,11663183.0,48.54999923706055
2015-02-26,50.0099983215332,48.63999938964844,48.810001373291016,49.40999984741211,22340876.0,49.40999984741211
2015-02-27,49.900001525878906,47.959999084472656,49.189998626708984,48.08000183105469,15004478.0,48.08000183105469
2015-03-02,48.29999923706055,47.310001373291016,48.2599983215332,48.150001525878906,13430911.0,48.150001525878906
2015-03-03,48.79999923706055,47.435001373291016,48.130001068115234,47.709999084472656,16754427.0,47.709999084472656
2015-03-04,47.849998474121094,46.40999984741211,47.5099983215332,47.56999969482422,14290082.0,47.56999969482422
2015-03-05,48.43000030517578,47.20000076293945,47.59000015258789,47.349998474121094,13511889.0,47.349998474121094
2015-03-06,48.06999969482422,46.56999969482422,47.2599983215332,46.75,11534904.0,46.75
2015-03-09,48.08000183105469,47.130001068115234,47.220001220703125,47.59000015258789,13623964.0,47.59000015258789
2015-03-10,47.2599983215332,45.790000915527344,47.22999954223633,45.84000015258789,17268832.0,45.84000015258789
2015-03-11,46.7400016784668,45.130001068115234,45.65999984741211,46.27000045776367,12264500.0,46.27000045776367
2015-03-12,47.31999969482422,46.5099983215332,46.56999969482422,47.06999969482422,12188433.0,47.06999969482422
2015-03-13,47.720001220703125,46.45199966430664,46.939998626708984,46.65999984741211,13351595.0,46.65999984741211
2015-03-16,47.06999969482422,46.04999923706055,46.900001525878906,46.43000030517578,10231885.0,46.43000030517578
2015-03-17,47.290000915527344,46.439998626708984,46.65999984741211,46.93000030517578,13349181.0,46.93000030517578
2015-03-18,47.3849983215332,46.15999984741211,46.75,47.20000076293945,13105773.0,47.20000076293945
2015-03-19,48.150001525878906,46.45000076293945,46.959999084472656,47.93000030517578,15942349.0,47.93000030517578
2015-03-20,49.150001525878906,48.25,48.36000061035156,48.439998626708984,18665952.0,48.439998626708984
2015-03-23,49.25,47.869998931884766,48.2400016784668,48.459999084472656,16386764.0,48.459999084472656
2015-03-24,51.790000915527344,48.540000915527344,48.66999816894531,51.470001220703125,38110129.0,51.470001220703125
2015-03-25,51.869998931884766,49.310001373291016,51.5,49.5,31664065.0,49.5
2015-03-26,50.900001525878906,49.400001525878906,49.650001525878906,49.91999816894531,24363001.0,49.91999816894531
2015-03-27,50.88999938964844,49.939998626708984,50.349998474121094,50.0099983215332,14834659.0,50.0099983215332
2015-03-30,50.709999084472656,48.65999984741211,50.45000076293945,49.88999938964844,20345795.0,49.88999938964844
2015-03-31,51.2400016784668,49.540000915527344,49.619998931884766,50.08000183105469,23880916.0,50.08000183105469
2015-04-01,51.689998626708984,50.16999816894531,51.0,50.470001220703125,24280510.0,50.470001220703125
2015-04-02,50.95000076293945,49.880001068115234,50.63999938964844,50.41999816894531,13402636.0,50.41999816894531
2015-04-06,51.15999984741211,49.869998931884766,50.029998779296875,50.84000015258789,14533570.0,50.84000015258789
2015-04-07,53.279998779296875,50.86000061035156,51.0099983215332,52.869998931884766,37002830.0,52.869998931884766
2015-04-08,53.4900016784668,51.95000076293945,53.31999969482422,52.29999923706055,22348699.0,52.29999923706055
2015-04-09,52.9900016784668,51.540000915527344,52.150001525878906,52.16999816894531,17867277.0,52.16999816894531
2015-04-10,52.45000076293945,51.380001068115234,52.290000915527344,51.939998626708984,13249821.0,51.939998626708984
2015-04-13,52.290000915527344,51.45000076293945,51.9900016784668,51.619998931884766,12281305.0,51.619998931884766
2015-04-14,51.810001373291016,50.68000030517578,51.75,51.20000076293945,12220144.0,51.20000076293945
2015-04-15,51.869998931884766,50.90999984741211,51.33000183105469,51.29999923706055,13178897.0,51.29999923706055
2015-04-16,52.34000015258789,51.13999938964844,51.29999923706055,52.029998779296875,14300925.0,52.029998779296875
2015-04-17,52.15999984741211,50.189998626708984,51.709999084472656,50.65999984741211,16651531.0,50.65999984741211
2015-04-20,51.47999954223633,50.5099983215332,51.06999969482422,51.400001525878906,10993147.0,51.400001525878906
2015-04-21,51.849998474121094,51.099998474121094,51.68000030517578,51.31999969482422,8446817.0,51.31999969482422
2015-04-22,52.09000015258789,51.31999969482422,51.47999954223633,51.72999954223633,11468104.0,51.72999954223633
2015-04-23,52.20000076293945,51.220001220703125,51.869998931884766,51.40999984741211,11475798.0,51.40999984741211
2015-04-24,51.959999084472656,50.2400016784668,51.849998474121094,50.81999969482422,14865935.0,50.81999969482422
2015-04-27,52.540000915527344,50.81999969482422,50.84000015258789,51.65999984741211,23906592.0,51.65999984741211
2015-04-28,52.21900177001953,38.380001068115234,52.15999984741211,42.27000045776367,77009075.0,42.27000045776367
2015-04-29,41.09000015258789,38.06999969482422,40.209999084472656,38.4900016784668,120408594.0,38.4900016784668
2015-04-30,39.7400016784668,38.47999954223633,39.279998779296875,38.959999084472656,46631879.0,38.959999084472656
2015-05-01,39.2400016784668,37.369998931884766,39.189998626708984,37.84000015258789,37735896.0,37.84000015258789
2015-05-04,38.959999084472656,37.54999923706055,38.720001220703125,37.880001068115234,27606068.0,37.880001068115234
2015-05-05,38.61000061035156,37.36000061035156,38.0,37.41999816894531,22575018.0,37.41999816894531
2015-05-06,37.779998779296875,36.52000045776367,37.689998626708984,37.2599983215332,29079869.0,37.2599983215332
2015-05-07,37.880001068115234,36.95000076293945,37.2400016784668,37.709999084472656,21241880.0,37.709999084472656
2015-05-08,38.20000076293945,37.54999923706055,38.02000045776367,37.59000015258789,14365764.0,37.59000015258789
2015-05-11,37.85900115966797,37.20000076293945,37.58000183105469,37.310001373291016,12298190.0,37.310001373291016
2015-05-12,37.79999923706055,37.060001373291016,37.290000915527344,37.47999954223633,11778246.0,37.47999954223633
2015-05-13,38.20000076293945,37.529998779296875,37.65999984741211,37.720001220703125,14065192.0,37.720001220703125
